LANDSLIDE_,LOCATION,COUNTY,QUADRANGLE,CITY,SP-EASTING,SP-NORTHING,Longitude,Latitude,PROCESS,GEOLOGY,SOILCODE,SERIES,CAUSE,STATUS,LENGTH,WIDTH,SCARP,VOLUME,SLOPE,DATES,MITIGATION,COST,COMMENTS,NAME,
P232,Burnside/Barnes Rd./ Calvery Cemetary,Multnomah,Portland,Portland,7627638,682912,-122.74142,45.51798,Slump-Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,60,75,8,1333,45,2/96,scooper,,reactivation of paleoslide,,
P233,W. Burnside/Barnes Rd.,Washingto,Portland,Portland,7626673,682195,-122.74510,45.51595,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,fixed,30,20,3,67,30,2/96,rock fill,,,,
P236,785 SW 67th Place/Curran Daniel Ln.,Washingto,Portland,Portland,7626257,681401,-122.74664,45.51374,Slump,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,25,45,6,250,45,2/96,scooper,,,,
P237,SW 61st (between Yamhill & Taylor St.),Multnomah,Portland,Portland,7627950,682026,-122.74010,45.51558,Slump,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,25,100,3,278,45,2/96,scooper,,,,
P238,SW 61st/61st CT.,Multnomah,Portland,Multnomah,7627729,681713,-122.74093,45.51470,Earthflow,PHS,7E,Cascade Silt Loam,Human/Fill,fixed,100,25,6,556,35,2/96,"Rock Fill, New bigger culvert, new electric pole",,undersized culvert,,
P239,across from 1149 SW 61st,Multnomah,Portland,Multnomah,7627377,681453,-122.74228,45.51396,Slump,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,30,75,6,500,35,2/96,"scooper, plastic tarp",,,,
P242,Washington Park (above resourviors),Multnomah,Portland,Portland,7637174,683017,-122.70424,45.51899,Slump-Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,45,15,3,75,35,2/96,scooper,,trail has no culvert,,
P245,SW Humphrey Blvd. / Humphrey Park Rd.,Multnomah,Portland,Portland,7632219,678090,-122.72303,45.50511,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,65,80,2,385,50,2/96,"scooper, reveg.",,,,
P246,3925 Humphrey Blvd.,Multnomah,Portland,Portland,7633948,677630,-122.71624,45.50398,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,fixed,60,30,5,333,35,2/96,"timber retaining wall, reveg.",,runoff from house,,
P247,4175 Humphrey Blvd.,Multnomah,Portland,Portland,7632963,677773,-122.72010,45.50430,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,fixed,75,50,3,417,35,2/96,"Dirt fill, scooper",,steep cutslope,,
P248,SW Humphrey Blvd. / Humphrey Park Rd.,Multnomah,Portland,Portland,7632635,678177,-122.72142,45.50538,Earthflow/Debris Flow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,fixed,45,35,3,175,40,2/96,"rock fill, new pavement, gard rail",,,,
P249,2900 Scholls Ferry Rd.,Multnomah,Portland,Portland,7627571,676909,-122.74103,45.50152,Slump-Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Fill,fixed,180,180,5,6000,20,2/96,"New Road!,drainage, rock fill",,"Undersized culverts, drainage, natural swale,",,
P250,2900 Schools Ferry Rd.,Multnomah,Portland,Portland,7627670,676963,-122.74065,45.50168,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,fixed,40,120,3,533,55,2/96,"Rock Fill, scooper",,,,
P254,Scholls Ferry/Sheridan Rd.,Multnomah,Portland,Portland,7628720,677663,-122.73663,45.50368,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,fixed,50,90,4,667,85,2/96,"25ft. high Concrete retaing wall, rock fill",,silts sliding on CRB,,
P255,across from 2415 Scholls Ferry Rd.,Multnomah,Portland,Portland,7628829,678462,-122.73629,45.50588,Slump,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,20,80,6,356,60,2/96,scooper,,,,
P252,across from 4330 Hillside Rd.,Multnomah,Portland,Portland,7632551,676194,-122.72154,45.49994,Slump-Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,70,90,6,1400,45,2/96,none,,,,
P253,across from 4142 Hillside Rd.,Multnomah,Portland,Portland,7632760,676060,-122.72071,45.49959,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,40,50,6,444,55,2/96,scooper,,,,
P251,SW Patton Rd. (1/4mile west of hillside),Multnomah,Portland,Portland,7632793,675892,-122.72056,45.49913,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,35,70,3,272,35,2/96,"fill, scooper, drainge",,,,
P303,NW Skyline Blvd. (near meridian),Multnomah,Portland,Multnomah,7626740,684429,-122.74508,45.52208,Slump,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,15,20,3,33,25,2/96,scooper,,,,
P304,NW Skyline Blvd. (near meridian),Multnomah,Portland,Multnomah,7626381,685083,-122.74655,45.52384,Slump-Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,fixed,30,15,2,33,35,2/96,rock fill,,,,
P305,NW Skyline Blvd. (near meridian),Multnomah,Portland,Multnomah,7626299,685410,-122.74691,45.52473,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,fixed,45,30,4,200,45,2/96,rock fill,,,,
P306,NW Skyline Blvd. (near meridian),Multnomah,Portland,Portland,7626479,685410,-122.74621,45.52475,Earthflow,PHS,7C,Cascade Silt Loam,Human/Fill,fixed,80,30,5,444,45,2/96,"gabion wall, rock fill",,,,
P307,Sebler Terr.,Multnomah,Portland,Portland,7632411,684478,-122.72297,45.52264,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Fill,fixed,25,100,3,278,40,2/96,"2 block walls, fill, drains",,natural springs,,
P308,Hermosa/Macleay,Multnomah,Portland,Portland,7635398,685947,-122.71148,45.52689,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,fixed,20,15,6,67,45,2/96,"boulder wall, rock fill",,house drains,,
LN1,Skyline below Walmer Rd.,Multnomah,Linnton,Multnomah,7623572,689918,-122.75804,45.53688,Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Cutslope,fixed,45,50,5,417,35,2/96,"rock fill, drains",,runoff from house above,,
LN2,Skyline below Walmer Rd.,Multnomah,Linnton,Multnomah,7623649,689795,-122.75772,45.53655,Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Cutslope,fixed,30,75,,833,45,2/96,shotcrete,,runoff from house above,,
LN3,Skyline Blvd/Hawkins Blvd.,Multnomah,Linnton,Portland,7623664,688893,-122.75757,45.53408,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,30,60,4,267,40,2/96,scooper,,paleosol,,
LN4,across from 1413 Skyline Blvd.,Multnomah,Linnton,Portland,7623848,688603,-122.75682,45.53330,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,fixed,30,50,4,222,40,2/96,rock fill,,paleosol,,
LN5,Cornell Rd./Skyline Blvd.,Multnomah,Linnton,Portland,7624842,688419,-122.75292,45.53287,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,40,75,6,667,50,2/96,scooper,,"reactivation of paleoslide, paleosol",,
LN6,Cornell Rd.(near skyline),Multnomah,Linnton,Portland,7624704,688388,-122.75345,45.53277,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,40,70,6,622,45,2/96,scooper,,"reactivation of paleoslide, paleosol",,
LN7,across from 2706 NW 81St.,Multnomah,Linnton,Portland,7622670,691906,-122.76177,45.54226,Slump-Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Fill,fixed,60,80,,1778,25,2/96,"modular concrete wall, rock fill, new pavement, drains",,vacant lot,,
LN14,across from 533 Miller Rd.,Multnomah,Linnton,Multnomah,7622577,686362,-122.76153,45.52706,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,fixed,30,60,4,267,30,2/96,"gabion wall, rock fill",,steep cutslope,,
LN15,1251 Catlin Crest,Washingto,Linnton,Washingto,7624804,680384,-122.75219,45.51084,Earthflow,PHS,11D,Cornelius and Kinton Silt Loam,Human/Fill,fixed,130,100,,4815,45,4/96,rock fill,,water from road above,,
LN16,Miller Rd./Barnes Rd.,Washingto,Linnton,Washingto,7625022,682272,-122.75155,45.51603,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,fixed,80,180,6,3200,30,2/96,rock fill,,water from road above,,
P601,Leif Erickson Dr./ Thurman St. (Forest Park),Multnomah,Portland,Portland,7632242,690726,-122.72430,45.53976,Slump-Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,33,16,3,65,45,2/96,none,,,,
P602,Leif Erickson Dr./ Thurman St. (Forest Park),Multnomah,Portland,Portland,7632144,690677,-122.72468,45.53962,Slump-Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,26,33,3,105,45,2/96,none,,,,
P603,Leif Erickson Dr./ Thurman St. (Forest Park),Multnomah,Portland,Portland,7632271,690590,-122.72417,45.53939,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,57,21,3,149,65,2/96,none,,,,
P604,Leif Erickson Dr./ Thurman St. (Forest Park),Multnomah,Portland,Portland,7632038,690600,-122.72508,45.53940,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,23,23,5,96,45,2/96,none,,,,
P605,Leif Erickson Dr./ Thurman St. (Forest Park),Multnomah,Portland,Portland,7630796,690862,-122.72996,45.54002,Debris Flow,PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,66,13,2,52,30,2/96,scoop from Leif,,,,
P606,Leif Erickson Dr./ Thurman St. (Forest Park),Multnomah,Portland,Portland,7631776,690726,-122.72612,45.53972,Debris Flow,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,66,18,1,29,45,2/96,none,,,,
P607,Cherry Tree Trail (Forest Park),Multnomah,Portland,Portland,7631223,691095,-122.72832,45.54069,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,49,44,,927,35,2/96,none,,,,
P608,Cherry Tree Trail (Forest Park),Multnomah,Portland,Portland,7630922,691075,-122.72949,45.54061,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,43,33,3,170,60,2/96,none,,,,
P609,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7630582,690920,-122.73080,45.54016,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,43,49,6,459,30,2/96,none,,,,
P610,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7631164,691434,-122.72858,45.54162,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,33,26,3,105,25,2/96,none,,,,
P611,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7631164,692113,-122.72866,45.54348,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,21,21,7,111,30,2/96,none,,,,
P612,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7630893,692502,-122.72975,45.54452,Debris Flow,PHS,17E,Goble Silt Loam,Natural,unfixed,66,6,,259,35,2/96,none,,,,
P613,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631048,692977,-122.72920,45.54584,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,48,28,8,403,50,2/96,none,,,,
P614,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631194,692899,-122.72862,45.54564,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,30,10,2,18,50,2/96,none,,,,
P615,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631281,692696,-122.72826,45.54509,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,30,18,2,32,65,2/96,none,,,,
P616,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631397,692492,-122.72779,45.54453,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,66,16,,458,35,2/96,none,,,,
P617,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631407,692579,-122.72776,45.54477,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,52,49,3,314,65,2/96,none,,,,
P618,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631368,692395,-122.72789,45.54427,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,66,30,2,118,60,2/96,none,,,,
P619,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631572,692230,-122.72708,45.54383,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,69,105,,2637,50,2/96,none,,,,
P620,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631572,692084,-122.72706,45.54343,Slump,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,16,49,2,49,60,2/96,none,,,,
P621,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631436,692249,-122.72761,45.54387,Slump/Debris Flow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,105,26,,1005,45,2/96,none,,,,
P622,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7631543,691716,-122.72713,45.54242,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,49,55,1,99,45,2/96,none,,,,
P623,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7628447,693812,-122.73944,45.54793,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,49,31,2,112,25,2/96,none,,,,
P624,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7627972,694297,-122.74135,45.54922,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,10,48,3,46,25,2/96,none,,,,
P625,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7627768,694818,-122.74220,45.55064,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,66,13,4,136,25,2/96,none,,,,
P626,Wildwood Trail (Forest Park),Multnomah,Portland,Portland,7627176,695716,-122.74461,45.55305,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,33,33,3,131,25,2/96,none,,,,
LN627,Wildwood Trail (Forest Park),Multnomah,Linnton,Portland,7625023,694399,-122.75286,45.54928,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,18,37,6,139,38,2/96,none,,,,
LN628,Wildwood Trail (Forest Park),Multnomah,Linnton,Portland,7624490,694532,-122.75496,45.54960,Slump,PHS,17E,Goble Silt Loam,Natural,unfixed,33,21,2,43,43,2/96,none,,,,
P629,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7626066,697176,-122.74910,45.55697,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,33,35,2,69,45,2/96,none,,,,
P630,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7627352,697031,-122.74406,45.55667,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,49,59,,1059,45,2/96,none,,,,
P631,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7627655,696655,-122.74284,45.55566,Debris Flow,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,66,16,3,105,35,2/96,none,,,,
P632,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7627813,696497,-122.74220,45.55524,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,16,24,2,24,35,2/96,none,,,,
P633,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7627983,696339,-122.74152,45.55482,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,43,15,3,77,55,2/96,none,,,,
P634,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7628638,696170,-122.73895,45.55441,Debris Flow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,49,13,1,24,45,2/96,none,,,,
P635,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7628686,695951,-122.73874,45.55381,Debris Flow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,49,15,1,26,45,2/96,none,,,,
P636,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7628614,695696,-122.73899,45.55311,Slump,PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,82,27,7,543,39,2/96,none,,,,
P637,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7628868,695393,-122.73797,45.55230,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,26,37,2,60,60,2/96,none,,,,
P638,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7628990,695563,-122.73751,45.55277,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,36,16,2,35,50,2/96,none,,,,
P639,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7628808,695563,-122.73822,45.55276,Debris Flow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,131,7,2,52,60,2/96,none,,,,
P640,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629232,694763,-122.73648,45.55060,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,46,39,3,220,50,2/96,none,,,,
P641,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629354,694386,-122.73596,45.54957,Slump-Earthflow,PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,49,96,2,286,40,2/96,none,,,,
P642,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629693,694435,-122.73465,45.54973,Slump,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,33,75,2,150,30,2/96,none,,,,
P643,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629742,694205,-122.73443,45.54911,Slump-Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,20,105,2,126,45,2/96,none,,,,
P644,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629863,693962,-122.73393,45.54845,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,43,56,2,219,40,2/96,none,,,,
P645,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629911,693804,-122.73373,45.54802,Slump,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,13,82,1,39,45,2/96,none,,,,
P646,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7630021,693707,-122.73329,45.54776,Debris Flow,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,82,74,7,1478,45,2/96,none,,,,
P647,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629717,693634,-122.73447,45.54754,Debris Flow,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,148,71,8,2911,33,2/96,none,,,,
P648,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629451,693634,-122.73550,45.54752,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,39,66,2,157,45,2/96,none,,,,
P649,Leif Erickson Dr. (Forest Park),Multnomah,Portland,Portland,7629220,693465,-122.73639,45.54704,Slump-Earthflow/Debri,PHS,17E,Goble Silt Loam,Natural,fixed,213,66,,6801,41,2/96,none,,,,
LN650,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7616039,708884,-122.78952,45.58830,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,16,66,2,65,25,2/96,none,,,,
LN651,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7616027,708335,-122.78951,45.58679,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,7,10,2,4,47,2/96,none,,,,
LN652,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7616612,707823,-122.78717,45.58543,Earthflow,PHS,17C,Goble Silt Loam,Human/Cutslope,unfixed,131,108,2,863,47,2/96,none,,,,
LN653,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7617506,707846,-122.78368,45.58557,Debris Flow,PHS,17E,Goble Silt Loam,Natural,unfixed,15,23,5,62,30,2/96,none,,,,
LN654,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7617101,707644,-122.78524,45.58498,Slump,PHS,17C,Goble Silt Loam,Human/Cutslope,unfixed,66,46,7,732,30,2/96,none,,,,
LN655,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7616612,706570,-122.78703,45.58200,Slump,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,13,36,5,86,45,2/96,none,,,,
LN656,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7616981,705902,-122.78551,45.58020,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,197,13,5,471,45,2/96,none,,,,
LN657,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7617315,706248,-122.78425,45.58117,Debris Flow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,121,46,4,813,30,2/96,none,,,,
LN658,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7621633,704411,-122.76719,45.57647,Slump,PHS,17D,Goble Silt Loam,Natural,unfixed,164,164,8,8175,40,2/96,none,,,,
LN659,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7621395,703517,-122.76802,45.57400,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,49,98,3,589,43,2/96,none,,,,
LN660,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7621204,703624,-122.76878,45.57428,Slump,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,98,31,3,369,40,2/96,none,,,,
LN661,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7621585,703684,-122.76730,45.57447,Slump,PHS,17E,Goble Silt Loam,Human/Fill,unfixed,131,32,7,1025,43,2/96,none,,,,
LN662,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7621347,703016,-122.76815,45.57262,Debris Slide,CRBG,17E,Goble Silt Loam,Human/Cutslope,unfixed,31,20,0,7,47,2/96,none,,,,
LN663,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7621061,702431,-122.76920,45.57099,Translational,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,82,16,2,82,35,2/96,none,,,,
LN664,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7622194,701346,-122.76466,45.56811,Slump,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,23,22,3,61,40,2/96,none,,,,
LN665,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7622110,701072,-122.76496,45.56735,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,56,22,3,149,25,2/96,none,,,,
LN666,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7622051,699974,-122.76507,45.56433,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,13,38,2,30,45,2/96,none,,,,
LN667,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7621860,699068,-122.76572,45.56184,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,39,52,5,377,30,2/96,none,,,,
LN668,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7622587,698937,-122.76287,45.56153,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,49,95,2,284,55,2/96,none,,,,
LN669,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7623207,698543,-122.76040,45.56050,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,66,28,7,445,34,2/96,none,,,,
LN670,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7623005,699020,-122.76124,45.56179,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,82,102,7,2027,40,2/96,none,,,,
LN671,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7622790,698340,-122.76201,45.55991,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,39,36,1,43,43,2/96,none,,,,
LN672,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7622361,698150,-122.76366,45.55936,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,33,43,2,85,40,2/96,none,,,,
LN673,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7623100,697398,-122.76069,45.55735,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,56,45,5,460,35,2/96,none,,,,
LN674,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7624162,697136,-122.75652,45.55672,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,33,74,2,147,36,2/96,none,,,,
LN675,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7624221,696909,-122.75627,45.55610,Slump,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,98,38,3,451,40,2/96,none,,,,
LN676,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7624341,697148,-122.75582,45.55676,Slump,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,98,38,3,451,40,2/96,none,,,,
LN677,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7624531,696754,-122.75504,45.55570,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,98,82,1,245,52,2/96,none,,,,
LN678,Leif Erickson Dr. (Forest Park),Multnomah,Linnton,Portland,7624806,696909,-122.75398,45.55614,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,82,82,2,409,52,2/96,none,,,,
SW1,"I-5(south, east side mile post 286.6, near Wilsonville",Washingto,Sherwood,Washingto,7619443,620734,-122.76657,45.34689,Earthflow,CRBG,5D,Briedwell Stony Silt Loam,Human/Cutslope,unfixed,45,60,,1000,35,2/96,rock fill,"$35,000",steep cutslope,,
B1,HWY 217 (mile post 1.8)/Beaverton Hillsdale HWY,Washingto,Beaverton,Beaverton,7613940,670783,-122.79349,45.48368,Slump-Earthflow,Fill,22,Huberly Silt Loam,Human/Fill,fixed,60,400,,8889,30,2/96,rock fill,"$806,000",Fill failure of HWY 217,,
LN350,NW Thompson Rd. (west of Skyline),Multnomah,Linnton,Portland,7618788,694494,-122.77720,45.54906,Slump,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,40,80,4,474,30,2/96,scooper,,"regraded entire slope in area, cut down trees, replanted",,
LN352,NW Thompson Rd. (west of Skyline),Multnomah,Linnton,Portland,7622404,692710,-122.76290,45.54445,Slump,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,30,35,,389,50,97,scooper,,steep cutslope,,
LN351,NW Thompson Rd./Pinnacle Rd. (west of Skyline),Multnomah,Linnton,Portland,7622312,693182,-122.76331,45.54573,Slump-Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,25,40,5,185,45,97,scooper,,steep cutslope,,
LN353,NW Skyline Blvd. (near Thunder Crest Dr.),Multnomah,Linnton,Portland,7620585,694830,-122.77023,45.55012,Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,20,15,2,22,45,97,scooper,,steep cutslope,,
LN354,NW Skyline Blvd. (near Bella Vista Dr.),Multnomah,Linnton,Multnomah,7620757,694451,-122.76952,45.54909,Slump-Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,fixed,20,150,3,333,55,2/96,"gabion wall, rock fill",,steep cutslope,,
LN355,NW Skyline Blvd. (near Bella Vista Dr.),Multnomah,Linnton,Multnomah,7621205,694049,-122.76772,45.54803,Slump-Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,fixed,25,115,3,319,45,2/96,"gabion wall, rock fill",,steep cutslope,,
